#Partially deleted in new
chr1	4491828	4492227
#Partially deleted in new
chr1	6441202	6441546
#Partially deleted in new
chr1	9967203	9967580
#Partially deleted in new
chr1	16518960	16519406
#Partially deleted in new
chr1	39576878	39577437
#Deleted in new
chr1	46088882	46089115
#Partially deleted in new
chr1	78216805	78217543
#Partially deleted in new
chr1	83060922	83061240
#Partially deleted in new
chr1	92910742	92911274
#Partially deleted in new
chr1	119421247	119421584
#Partially deleted in new
chr1	166001805	166002362
#Deleted in new
chr1	171064681	171064768
#Deleted in new
chr1	171065818	171066114
#Partially deleted in new
chr1	182019458	182020228
#Partially deleted in new
chr1	184810766	184811242
#Partially deleted in new
chr10	13967020	13967342
#Partially deleted in new
chr10	26374014	26374554
#Partially deleted in new
chr10	26375012	26375481
#Partially deleted in new
chr10	45335623	45335952
#Partially deleted in new
chr10	53750862	53751331
#Partially deleted in new
chr10	61147560	61147961
#Partially deleted in new
chr10	67096430	67097010
#Partially deleted in new
chr10	69213081	69213484
#Partially deleted in new
chr10	70097147	70097512
#Partially deleted in new
chr10	70599063	70599966
#Partially deleted in new
chr10	71159463	71160030
#Partially deleted in new
chr10	77417941	77418336
#Partially deleted in new
chr10	78352050	78352504
#Partially deleted in new
chr10	79766372	79767021
#Partially deleted in new
chr10	79977055	79977371
#Partially deleted in new
chr10	80138896	80139242
#Partially deleted in new
chr10	81430130	81430493
#Partially deleted in new
chr10	81559377	81559699
#Partially deleted in new
chr10	83337263	83337684
#Deleted in new
chr10	86796525	86796585
#Partially deleted in new
chr10	89872866	89873200
#Partially deleted in new
chr10	90829092	90829744
#Partially deleted in new
chr10	110455802	110456195
#Partially deleted in new
chr10	117845680	117846056
#Partially deleted in new
chr10	119453463	119454473
#Partially deleted in new
chr10	127380654	127381126
#Partially deleted in new
chr11	4746269	4747288
#Partially deleted in new
chr11	5152005	5152434
#Partially deleted in new
chr11	6065320	6066063
#Partially deleted in new
chr11	12026076	12026707
#Partially deleted in new
chr11	21992838	21993674
#Partially deleted in new
chr11	30267888	30268436
#Partially deleted in new
chr11	45980257	45980771
#Partially deleted in new
chr11	49901715	49902275
#Partially deleted in new
chr11	52167883	52168596
#Partially deleted in new
chr11	53350512	53350969
#Deleted in new
chr11	54806896	54807195
#Partially deleted in new
chr11	59306735	59307151
#Partially deleted in new
chr11	60417293	60417680
#Partially deleted in new
chr11	68386668	68387354
#Partially deleted in new
chr11	69935640	69936217
#Partially deleted in new
chr11	71750897	71751570
#Partially deleted in new
chr11	72135495	72136148
#Partially deleted in new
chr11	73018796	73019224
#Partially deleted in new
chr11	74522505	74522854
#Partially deleted in new
chr11	74589913	74590424
#Partially deleted in new
chr11	75966513	75966973
#Partially deleted in new
chr11	76623348	76623850
#Partially deleted in new
chr11	79591017	79591414
#Partially deleted in new
chr11	81153298	81153761
#Partially deleted in new
chr11	82931133	82932122
#Partially deleted in new
chr11	87616976	87617674
#Partially deleted in new
chr11	97463271	97463732
#Deleted in new
chr11	105955763	105956168
#Partially deleted in new
chr11	107794291	107794740
#Partially deleted in new
chr11	114066546	114067403
#Partially deleted in new
chr11	115859438	115859733
#Partially deleted in new
chr11	119085926	119086244
#Partially deleted in new
chr12	4476649	4477339
#Partially deleted in new
chr12	8298208	8298601
#Deleted in new
chr12	10449827	10449913
#Partially deleted in new
chr12	11150157	11150584
#Partially deleted in new
chr12	17992487	17993348
#Partially deleted in new
chr12	18514486	18514760
#Partially deleted in new
chr12	18853578	18853996
#Partially deleted in new
chr12	19288421	19289087
#Partially deleted in new
chr12	19489960	19490255
#Partially deleted in new
chr12	19490388	19490717
#Partially deleted in new
chr12	19704416	19704457
#Partially deleted in new
chr12	20071898	20072051
#Partially deleted in new
chr12	20196438	20197063
#Partially deleted in new
chr12	20312055	20312713
#Partially deleted in new
chr12	20415428	20416148
#Partially deleted in new
chr12	20615390	20615442
#Partially deleted in new
chr12	22030503	22030947
#Partially deleted in new
chr12	22156379	22156734
#Partially deleted in new
chr12	22274418	22274697
#Partially deleted in new
chr12	22745258	22745638
#Partially deleted in new
chr12	23009784	23010047
#Partially deleted in new
chr12	23189333	23189730
#Partially deleted in new
chr12	23315150	23315329
#Partially deleted in new
chr12	23634409	23634707
#Partially deleted in new
chr12	23800574	23801050
#Partially deleted in new
chr12	24096935	24097221
#Partially deleted in new
chr12	26414953	26415306
#Partially deleted in new
chr12	72236496	72236948
#Partially deleted in new
chr12	103532411	103532761
#Partially deleted in new
chr12	109453183	109453566
#Partially deleted in new
chr12	112928473	112928905
#Partially deleted in new
chr12	113185786	113186217
#Deleted in new
chr13	6249189	6249523
#Partially deleted in new
chr13	9276459	9277345
#Partially deleted in new
chr13	9764104	9765050
#Partially deleted in new
chr13	10360308	10360793
#Partially deleted in new
chr13	12106486	12107058
#Partially deleted in new
chr13	13784413	13784841
#Partially deleted in new
chr13	31625658	31626220
#Partially deleted in new
chr13	31806387	31807315
#Partially deleted in new
chr13	41220185	41220613
#Partially deleted in new
chr13	42916376	42916764
#Partially deleted in new
chr13	43480857	43481491
#Partially deleted in new
chr13	44729942	44730451
#Partially deleted in new
chr13	47105806	47106158
#Partially deleted in new
chr13	49147727	49148116
#Partially deleted in new
chr13	51793390	51793727
#Partially deleted in new
chr13	55210043	55211583
#Partially deleted in new
chr13	58358768	58359120
#Deleted in new
chr13	69739542	69740068
#Partially deleted in new
chr13	73260389	73261103
#Partially deleted in new
chr13	93499398	93499971
#Partially deleted in new
chr13	100651358	100651681
#Partially deleted in new
chr13	107022197	107022549
#Partially deleted in new
chr13	112651943	112652380
#Partially deleted in new
chr13	117602389	117602815
#Partially deleted in new
chr13	119428168	119429509
#Partially deleted in new
chr13	119488220	119488403
#Deleted in new
chr14	7807085	7807237
#Partially deleted in new
chr14	8214195	8214542
#Partially deleted in new
chr14	11553287	11553610
#Partially deleted in new
chr14	18893453	18893840
#Partially deleted in new
chr14	24004016	24004612
#Partially deleted in new
chr14	30715935	30716615
#Partially deleted in new
chr14	33923346	33923838
#Partially deleted in new
chr14	39472271	39473595
#Partially deleted in new
chr14	49172084	49172482
#Split in new
chr14	51358156	51358633
#Partially deleted in new
chr14	55491002	55491308
#Partially deleted in new
chr14	60378863	60379228
#Partially deleted in new
chr14	70519850	70520187
#Partially deleted in new
chr14	76415267	76415741
#Partially deleted in new
chr14	78732305	78732789
#Partially deleted in new
chr14	87416532	87417224
#Partially deleted in new
chr14	102982562	102982874
#Partially deleted in new
chr14	104467426	104468380
#Partially deleted in new
chr15	31530669	31531311
#Partially deleted in new
chr15	37233901	37234511
#Partially deleted in new
chr15	38078344	38078889
#Partially deleted in new
chr15	41447216	41447571
#Partially deleted in new
chr15	52040255	52040628
#Partially deleted in new
chr15	63997833	63998146
#Partially deleted in new
chr15	64060075	64060434
#Split in new
chr15	72546803	72546989
#Partially deleted in new
chr15	73422864	73423179
#Partially deleted in new
chr15	73724597	73724985
#Partially deleted in new
chr15	73748200	73748624
#Partially deleted in new
chr15	74519786	74519905
#Partially deleted in new
chr15	75747272	75748277
#Partially deleted in new
chr15	76009364	76009761
#Partially deleted in new
chr15	76069265	76069639
#Partially deleted in new
chr15	78718305	78718894
#Partially deleted in new
chr15	80287127	80287582
#Partially deleted in new
chr15	81745277	81745620
#Partially deleted in new
chr15	84105403	84105844
#Partially deleted in new
chr15	85735306	85735712
#Partially deleted in new
chr15	85821529	85821871
#Partially deleted in new
chr15	86033333	86033920
#Partially deleted in new
chr15	87543987	87545112
#Partially deleted in new
chr15	88863619	88863930
#Split in new
chr15	89523598	89524268
#Partially deleted in new
chr15	95654134	95654488
#Partially deleted in new
chr15	96460500	96460945
#Partially deleted in new
chr15	97247227	97247624
#Partially deleted in new
chr15	98609150	98609540
#Partially deleted in new
chr15	99126393	99126745
#Deleted in new
chr15	99380614	99381033
#Partially deleted in new
chr15	100038656	100038993
#Partially deleted in new
chr15	101046383	101046805
#Partially deleted in new
chr15	101078184	101078589
#Partially deleted in new
chr16	4420084	4420598
#Partially deleted in new
chr16	18581939	18582573
#Partially deleted in new
chr16	30388422	30388743
#Partially deleted in new
chr16	64852317	64852633
#Partially deleted in new
chr16	67620590	67621083
#Partially deleted in new
chr16	76372438	76373019
#Partially deleted in new
chr16	78376480	78376861
#Partially deleted in new
chr16	97170321	97170701
#Partially deleted in new
chr16	97851324	97851819
#Partially deleted in new
chr17	4994022	4994831
#Partially deleted in new
chr17	4995899	4996490
#Partially deleted in new
chr17	6106665	6107027
#Partially deleted in new
chr17	8801736	8802076
#Partially deleted in new
chr17	12769209	12769724
#Partially deleted in new
chr17	13760181	13761025
#Partially deleted in new
chr17	17826949	17827510
#Partially deleted in new
chr17	24488573	24489071
#Partially deleted in new
chr17	25717358	25717688
#Partially deleted in new
chr17	26200995	26201465
#Partially deleted in new
chr17	27203852	27204408
#Partially deleted in new
chr17	28485859	28486184
#Partially deleted in new
chr17	29237959	29238332
#Partially deleted in new
chr17	31564891	31565476
#Partially deleted in new
chr17	34264510	34264866
#Partially deleted in new
chr17	50190131	50190663
#Partially deleted in new
chr17	50293031	50293228
#Partially deleted in new
chr17	50508913	50509730
#Partially deleted in new
chr17	56751385	56751965
#Partially deleted in new
chr17	74338810	74339144
#Deleted in new
chr17	78750806	78751024
#Partially deleted in new
chr17	79895428	79895969
#Deleted in new
chr18	7608925	7608968
#Partially deleted in new
